,loss,accuracy,val_loss,val_accuracy
0,0.2415250837802887,0.8980769515037537,0.20867502689361572,0.9105769395828247
1,0.23065169155597687,0.9002403616905212,0.21976888179779053,0.9125000238418579
2,0.23691409826278687,0.8999999761581421,0.3056810796260834,0.8692307472229004
3,0.22883760929107666,0.8992788195610046,0.21412959694862366,0.9028846025466919
4,0.23496675491333008,0.8985576629638672,0.2079988718032837,0.9144230484962463
5,0.22819237411022186,0.9028846025466919,0.23761653900146484,0.9086538553237915
6,0.2358614057302475,0.8999999761581421,0.33905211091041565,0.8538461327552795
7,0.23610424995422363,0.8997595906257629,0.2147018015384674,0.9028846025466919
8,0.24003249406814575,0.8980769515037537,0.2426181584596634,0.8903846144676208
9,0.2280811369419098,0.9024038314819336,0.20097824931144714,0.9153845906257629
10,0.2361767739057541,0.9004807472229004,0.23206418752670288,0.8951923251152039
11,0.22264491021633148,0.9048076868057251,0.23151759803295135,0.9028846025466919
12,0.23506006598472595,0.903124988079071,0.22517462074756622,0.8999999761581421
13,0.2295367270708084,0.9057692289352417,0.6212362051010132,0.7615384459495544
14,0.23310767114162445,0.9021634459495544,0.21128889918327332,0.9105769395828247
15,0.23241207003593445,0.9016826748847961,0.25454115867614746,0.8971154093742371
16,0.22669541835784912,0.901442289352417,0.21914629638195038,0.9076923131942749
17,0.23185648024082184,0.9012019038200378,0.39263150095939636,0.8278846144676208
18,0.2297508716583252,0.8980769515037537,0.35410380363464355,0.8423076868057251
19,0.22685401141643524,0.9038461446762085,0.24759916961193085,0.8942307829856873
20,0.2296052724123001,0.9012019038200378,0.2178800404071808,0.9057692289352417
21,0.2257395088672638,0.9057692289352417,0.41372281312942505,0.8336538672447205
22,0.22638972103595734,0.9040865302085876,0.20539265871047974,0.9163461327552795
23,0.22467364370822906,0.9074519276618958,0.20215320587158203,0.9086538553237915
24,0.2278386950492859,0.8992788195610046,0.21139560639858246,0.9125000238418579
25,0.23735299706459045,0.8992788195610046,0.29050737619400024,0.887499988079071
26,0.22370411455631256,0.9081730842590332,0.3485768139362335,0.8442307710647583
27,0.2321222424507141,0.9007211327552795,0.21407942473888397,0.9067307710647583
28,0.2273889183998108,0.9050480723381042,0.22184140980243683,0.8990384340286255
29,0.22287458181381226,0.9069711565971375,0.2428554743528366,0.8961538672447205
