,loss,accuracy,val_loss,val_accuracy
0,1.2266299724578857,0.4975961446762085,1.1953580379486084,0.48750001192092896
1,0.724236786365509,0.7076923251152039,39.85029602050781,0.20480769872665405
2,0.5300792455673218,0.7788461446762085,4.5887956619262695,0.2471153885126114
3,0.4774371385574341,0.8009615540504456,22.224796295166016,0.2798076868057251
4,0.4365830421447754,0.8218749761581421,1.2398567199707031,0.5355769395828247
5,0.4679666757583618,0.8117788434028625,0.43320998549461365,0.8096153736114502
6,0.44489678740501404,0.8192307949066162,5.224625110626221,0.23942308127880096
7,0.43085914850234985,0.8310096263885498,3.0540993213653564,0.23846153914928436
8,0.3997097909450531,0.840624988079071,66.48401641845703,0.20384615659713745
9,0.3988877534866333,0.8387019038200378,5.565415382385254,0.20576922595500946
10,0.3759090304374695,0.8430288434028625,3.0174407958984375,0.42788460850715637
11,0.3741060197353363,0.8444711565971375,3.3942689895629883,0.4355769157409668
12,0.388264000415802,0.8355769515037537,0.594495415687561,0.7721154093742371
13,0.35644975304603577,0.8531249761581421,5.781440258026123,0.3990384638309479
14,0.35148894786834717,0.8507211804389954,0.4999924302101135,0.8201923370361328
15,0.3275114595890045,0.8685095906257629,12.187417030334473,0.20769231021404266
16,0.3247990608215332,0.8668269515037537,4.1966166496276855,0.33269229531288147
17,0.3368643820285797,0.8605769276618958,17.131690979003906,0.2153846174478531
18,0.3168310523033142,0.8682692050933838,3.608623743057251,0.42403846979141235
19,0.3154781460762024,0.8697115182876587,1.075681447982788,0.6557692289352417
20,0.3138701915740967,0.8713942170143127,0.9299550652503967,0.6586538553237915
21,0.305258184671402,0.8742788434028625,2.022780179977417,0.5625
22,0.30156564712524414,0.8737980723381042,0.44109684228897095,0.8211538195610046
23,0.30783405900001526,0.8682692050933838,2.641038417816162,0.5249999761581421
24,0.30876120924949646,0.8692307472229004,0.5278367400169373,0.7932692170143127
25,0.2985661029815674,0.8759615421295166,1.6561927795410156,0.607692301273346
26,0.30161499977111816,0.8728365302085876,42.96623992919922,0.20480769872665405
27,0.29059651494026184,0.8826923370361328,0.7018168568611145,0.7432692050933838
28,0.2978837192058563,0.8776442408561707,6.405954837799072,0.38557693362236023
29,0.27306103706359863,0.8867788314819336,1.5628975629806519,0.5605769157409668
30,0.2961401343345642,0.8788461685180664,2.506640672683716,0.6028845906257629
31,0.2786791920661926,0.8771634697914124,0.7868326306343079,0.7134615182876587
32,0.2913304269313812,0.8790865540504456,1.6725987195968628,0.5144230723381042
33,0.2734168469905853,0.8884615302085876,3.4681618213653564,0.5
34,0.2732878029346466,0.8805288672447205,0.6647107005119324,0.7403846383094788
35,0.2715182900428772,0.8860576748847961,14.247611045837402,0.20961537957191467
36,0.26882684230804443,0.8838942050933838,0.33737438917160034,0.8471153974533081
37,0.2783707082271576,0.8848557472229004,132.2239532470703,0.19711539149284363
38,0.2782217264175415,0.8795673251152039,1.4612174034118652,0.5913461446762085
39,0.26489460468292236,0.8915865421295166,1.7682232856750488,0.6663461327552795
40,0.2699286937713623,0.8850961327552795,0.33999717235565186,0.8567307591438293
41,0.26868516206741333,0.8860576748847961,1.8099173307418823,0.5538461804389954
42,0.2671308219432831,0.8908653855323792,0.5681710839271545,0.7394230961799622
43,0.2540358901023865,0.8891826868057251,0.7520087957382202,0.7115384340286255
44,0.2562381327152252,0.8908653855323792,3.233917713165283,0.321153849363327
45,0.25613901019096375,0.8920673131942749,3.886554479598999,0.5096153616905212
46,0.26184308528900146,0.8913461565971375,0.39450880885124207,0.8471153974533081
47,0.2567039728164673,0.8920673131942749,2.587221622467041,0.5326923131942749
48,0.2657160460948944,0.8911057710647583,0.6028780341148376,0.7740384340286255
49,0.25798499584198,0.8915865421295166,13.185262680053711,0.2173076868057251
50,0.25554031133651733,0.8901442289352417,57.244422912597656,0.20480769872665405
51,0.2670811116695404,0.890625,1.6927456855773926,0.6528846025466919
52,0.24394291639328003,0.8963942527770996,46.58708190917969,0.20480769872665405
53,0.2539905309677124,0.8980769515037537,3.0102038383483887,0.5528846383094788
54,0.25437620282173157,0.8920673131942749,8.280951499938965,0.29711538553237915
55,0.2451954185962677,0.8911057710647583,1.4666190147399902,0.6432692408561707
56,0.256808876991272,0.8903846144676208,0.8115194439888,0.7221153974533081
57,0.24586020410060883,0.8959134817123413,0.22492535412311554,0.9038461446762085
58,0.25183966755867004,0.8956730961799622,22.79876136779785,0.20480769872665405
59,0.2501269280910492,0.8930288553237915,44.903228759765625,0.20480769872665405
60,0.2480139583349228,0.8896634578704834,4.158799648284912,0.48846152424812317
61,0.24854081869125366,0.8975961804389954,5.24595832824707,0.3990384638309479
62,0.2508573532104492,0.8920673131942749,0.251900851726532,0.8817307949066162
63,0.2360338717699051,0.8978365659713745,1.5291613340377808,0.6528846025466919
64,0.24334381520748138,0.9009615182876587,0.4573025703430176,0.8028846383094788
65,0.2370477020740509,0.8997595906257629,1.179232120513916,0.6567307710647583
66,0.23781564831733704,0.8966346383094788,2.078016519546509,0.6240384578704834
67,0.24465754628181458,0.8927884697914124,1.754823923110962,0.5894230604171753
68,0.2432417869567871,0.8985576629638672,13.167055130004883,0.2230769246816635
69,0.23843549191951752,0.8949519395828247,31.19799041748047,0.23942308127880096
70,0.24462735652923584,0.8942307829856873,3.776963949203491,0.4067307710647583
71,0.23463822901248932,0.9038461446762085,0.2654401957988739,0.8961538672447205
72,0.24191977083683014,0.8987980484962463,2.206289291381836,0.6769230961799622
73,0.23742234706878662,0.901442289352417,0.23570652306079865,0.9038461446762085
74,0.2428053766489029,0.8971154093742371,0.25273606181144714,0.8961538672447205
75,0.23795515298843384,0.8999999761581421,32.97198486328125,0.20480769872665405
76,0.23357611894607544,0.9004807472229004,0.7924742102622986,0.7086538672447205
77,0.23057667911052704,0.9021634459495544,4.393876075744629,0.44711539149284363
